"ID","Name","Parent","Component","Path","Line","Column","EndLine","EndColumn","CA","CCO","CE","CLLOC","CV","Clone Metric Rules"
"C976","13~CloneInstance","C228","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\assertion\AssertionTest.java","961","9","971","60","1","2","53","11","1","0"
"C1711","44~CloneInstance","C462","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\assertion\MultipleFailureExceptionTest.java","36","5","46","6","1","2","65","11","1","0"
"C1712","45~CloneInstance","C462","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\assertion\MultipleFailureExceptionTest.java","48","5","58","6","1","2","64","11","1","0"
"C1501","25~CloneInstance","C383","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\junit3compatibility\ForwardCompatibilityPrintingTest.java","32","9","45","36","1","1","53","14","1","0"
"C2051","122~CloneInstance","C589","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\junit3compatibility\ForwardCompatibilityPrintingTest.java","36","9","54","51","1","1","90","19","1","0"
"C1502","26~CloneInstance","C383","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\junit3compatibility\ForwardCompatibilityPrintingTest.java","65","9","78","36","1","1","53","14","1","0"
"C2017","116~CloneInstance","C575","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\org\junit\experimental\theories\internal\AllMembersSupplier.java","178","5","187","6","1","2","24","10","1","0"
"C2018","117~CloneInstance","C575","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\org\junit\experimental\theories\internal\AllMembersSupplier.java","189","5","198","6","1","2","24","10","1","0"
"C1854","96~CloneInstance","C513","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\org\junit\experimental\theories\internal\SpecificDataPointsSupplier.java","22","5","37","6","1","3","11","16","1","0"
"C1855","97~CloneInstance","C513","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\org\junit\experimental\theories\internal\SpecificDataPointsSupplier.java","39","5","54","6","1","3","11","16","1","0"
"C1856","98~CloneInstance","C513","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\org\junit\experimental\theories\internal\SpecificDataPointsSupplier.java","56","5","71","6","1","3","18","16","1","0"
"C1857","99~CloneInstance","C513","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\org\junit\experimental\theories\internal\SpecificDataPointsSupplier.java","73","5","88","6","1","3","18","16","1","0"
"C1809","86~CloneInstance","C495","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\internal\runners\statements\ExpectExceptionTest.java","18","5","29","6","1","2","87","12","1","0"
"C1810","87~CloneInstance","C495","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\internal\runners\statements\ExpectExceptionTest.java","31","5","42","6","1","2","88","12","1","0"
"C2015","113~CloneInstance","C574","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\rules\EventCollector.java","24","13","33","14","1","1","2","10","1","0"
"C2016","114~CloneInstance","C574","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\rules\EventCollector.java","55","13","64","14","1","1","2","10","1","0"
"C1738","62~CloneInstance","C474","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\experimental\max\MaxStarterTest.java","74","5","84","6","1","1","141","11","1","1"
"C1739","63~CloneInstance","C474","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\experimental\max\MaxStarterTest.java","91","5","101","6","1","1","141","11","1","1"
"C1736","59~CloneInstance","C473","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\experimental\max\MaxStarterTest.java","251","5","262","6","1","1","115","12","1","1"
"C1737","60~CloneInstance","C473","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\experimental\max\MaxStarterTest.java","280","5","291","6","1","1","115","12","1","1"
"C602","1~CloneInstance","C107","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\running\classes\ParentRunnerFilteringTest.java","86","5","96","6","1","2","100","11","1","0"
"C603","2~CloneInstance","C107","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\running\classes\ParentRunnerFilteringTest.java","117","5","128","6","1","2","100","12","1","0"
"C1278","18~CloneInstance","C318","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\running\classes\ParentRunnerTest.java","170","5","183","6","1","1","161","14","1","1"
"C1279","19~CloneInstance","C318","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\running\classes\ParentRunnerTest.java","196","5","209","6","1","1","161","14","1","1"
"C1280","20~CloneInstance","C318","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\running\classes\ParentRunnerTest.java","231","5","244","6","1","1","161","14","1","1"
"C1701","39~CloneInstance","C460","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\experimental\theories\internal\SpecificDataPointsSupplierTest.java","69","5","78","6","1","1","96","10","1","0"
"C1702","40~CloneInstance","C460","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\experimental\theories\internal\SpecificDataPointsSupplierTest.java","80","5","89","6","1","1","96","10","1","0"
"C1703","41~CloneInstance","C460","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\experimental\theories\internal\SpecificDataPointsSupplierTest.java","91","5","100","6","1","1","96","10","1","0"
"C1704","42~CloneInstance","C460","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\experimental\theories\internal\SpecificDataPointsSupplierTest.java","102","5","111","6","1","1","96","10","1","0"
"C1431","22~CloneInstance","C359","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\experimental\theories\runner\UnsuccessfulWithDataPointFields.java","180","5","191","6","1","1","143","12","1","1"
"C1432","23~CloneInstance","C359","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\experimental\theories\runner\UnsuccessfulWithDataPointFields.java","231","5","242","6","1","1","143","12","1","1"
"C1558","31~CloneInstance","C403","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\running\methods\AnnotationTest.java","464","9","477","10","1","1","43","14","1","0"
"C1848","92~CloneInstance","C511","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\running\methods\AnnotationTest.java","464","9","477","10","1","1","43","14","1","0"
"C1559","32~CloneInstance","C403","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\running\methods\AnnotationTest.java","493","9","506","10","1","1","43","14","1","0"
"C1560","33~CloneInstance","C403","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\running\methods\AnnotationTest.java","550","9","563","10","1","1","43","14","1","0"
"C1849","93~CloneInstance","C511","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\running\methods\AnnotationTest.java","550","9","563","10","1","1","43","14","1","0"
"C1561","34~CloneInstance","C403","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\running\methods\AnnotationTest.java","568","9","581","10","1","1","43","14","1","0"
"C1850","94~CloneInstance","C511","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\test\java\org\junit\tests\running\methods\AnnotationTest.java","568","9","581","10","1","1","43","14","1","0"
